"line-clamp-1","text-inherit href","[&>em]:bg-blue-100","line-clamp-2","text-inherit href 2","mr-1","truncate","text-xs","text-xs 2","text-xs 3"
"Text Analysis","https://rapidapi.com/microsoft-azure-org-microsoft-cognitive-services/api/bing-spell-check2/playground","Bing Spell Check","An AI service from Microsoft Azure that turns any app into a spell check resource.","https://rapidapi.com/organization/microsoft-azure-org","By Microsoft Azure","Updated 5 years ago","0.1","129ms","100%"
"Text Analysis","https://rapidapi.com/spampatrol/api/spampatrol/playground","SpamPatrol","Intent-based spam detection for web forms (and more).","https://rapidapi.com/user/spampatrol","By spampatrol","Updated 2 years ago","8.5","674ms","100%"
"Text Analysis","https://rapidapi.com/MagicFingers19/api/ssn-verification-checker-state-issued-year-issued/playground","SSN Verification & Checker | State Issued | Year Issued |","The SSN Verification & Checker tool is designed to verify and analyze Social Security Numbers (SSNs) issued in the United States. It provides critical information about an SSN, including the state where it was issued and the year of issuance, based on historical allocation patterns. This tool is helpful for employers, researchers, or individuals looking to validate SSN authenticity and gain insights into issuance details.","https://rapidapi.com/user/MagicFingers19","By MagicFingers19","Updated 3 months ago","9","1831ms","100%"
"Text Analysis","https://rapidapi.com/sunsapient-msxWnnbX5j-/api/pos-tagging1/playground","Pos tagging","In corpus linguistics, part-of-speech tagging (POS tagging or PoS tagging or POST), also called grammatical tagging is the process of marking up a word in a text (corpus) as corresponding to a particular part of speech,[1] based on both its definition and its context. A simplified form of this is commonly taught to school-age children, in the identification of words as nouns, verbs, adjectives, adverbs, etc.","https://rapidapi.com/user/sunsapient-msxWnnbX5j-","By Sun Sapient","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/rchilli-inc-rchilli-inc-default/api/rchilli-document-converter/playground","RChilli Document Converter","RChilli Document Converter ​API ​converts any document into another type of document​ ​​like pdf to doc or doc to pdf.","https://rapidapi.com/organization/rchilli-inc","By RChilli Inc","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/connexun-srl-connexun-srl-default/api/text-summarizer1/playground","Text Summarizer","Connexun's ""Text Summarizer"" API generates an extractive summary from any given text. Test our api for free and do not hesitate to reach us out for further information.","https://rapidapi.com/organization/connexun-srl","By Connexun Srl","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/pedram.ataee/api/word-similarity/playground","Word Similarity","Word Similarity (Owl) API lets you extract the most similar words to target words with a meaningful granularity.","https://rapidapi.com/user/pedram.ataee","By DanceWithData","Updated 1 year ago","8.3","113ms","100%"
"Text Analysis","https://rapidapi.com/amelys-ltd-amelys-ltd-default/api/utf8-fix-encoding/playground","UTF8 fix encoding","Corrects UFT8 encoding problems. If you have some wrong characters ...""Ã©"" instead of ""é"" for example (this concerns special and accentuated characters) and that you cannot correct, this may come from a problem of encoding between the file and part of its content, often following problems when creating the file. Send your texts with errors to the API and a corrected text will be returned to you.","https://rapidapi.com/organization/amelys-ltd","By amelys ltd","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/samurai-labs-samurai-labs-default/api/username-guardian1/playground","Username Guardian","Integrate Samurai’s automation for username moderation with your product seamlessly. Our well-documented and customizable API simplifies scalability. Understand precisely why Samurai is making a decision through its nuanced categories and detailed output.","https://rapidapi.com/organization/samurai-labs","By Samurai Labs","Updated 2 years ago","8.7","284ms","100%"
"Text Analysis","https://rapidapi.com/idfy-idfy-default/api/pan-card-ocr1/playground","PAN Card OCR","Extracts data from PAN Cards instantly and accurately. IDfy’s PAN Card OCR API extracts data from an image of a PAN card. It accurately auto-fills this data in the right fields for a quicker & errorless form-filling experience.","https://rapidapi.com/organization/idfy","By IDfy","Updated 3 years ago","8.2","342ms","100%"
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/language-detector-api-apiverve/playground","Language Detector API - APIVerve","Language Detector is a simple tool for detecting the language of a text. It returns the language code and the confidence level.","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/nextragridapis/api/link-preview9/playground","Link Preview","An API that extracts url metadata from web pages, including OpenGraph data and page information.","https://rapidapi.com/user/nextragridapis","By NextraGrid","Updated 3 weeks ago","8.5","5185ms","100%"
"Text Analysis","https://rapidapi.com/salayahiaoui/api/synonymes-et-antonymes1/playground","Synonymes et Antonymes","Notre API permet aux utilisateurs de rechercher des mots et de récupérer leurs synonymes, antonymes ou les deux.","https://rapidapi.com/user/salayahiaoui","By Salah YAHIAOUI","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/dwi.rizki.irawan/api/linguist/playground","Linguist","Linguist packs all features you need to process text including Counters,  Article Parser, Part of Speech (POS) Tagger, Tokenizer, Stemmer, Bad Words Remover, Stop Words Remover, Sentence Segmentation, Spellchecker, Text Summarizer, Definition and Synonyms, Word Frequency, Lemmatize, Pluralize, Singularize, Rhymes, Sounds Like, Spells Like, and Writing Suggestions.","https://rapidapi.com/user/dwi.rizki.irawan","By Rizki","Updated 4 years ago","8.7","9ms","100%"
"Text Analysis","https://rapidapi.com/translated/api/terminology-extraction/playground","Terminology Extraction","This API allows you to extract  most relevant terms from a text. It is not, like many others, a basic TF-IDF analysis. It compare the text against a very large language model, it uses a probabilistic model to identify candidates, it supports  multi-words terms and not only single words. It uses part of speech tagging to clean up the results"". In short it is probably the most advanced term extraction out there.","https://rapidapi.com/user/translated","By Translated","Updated 4 years ago","8.6","1140ms","100%"
"Text Analysis","https://rapidapi.com/bilgisamapi-bilgisamapi-default/api/grammar-checker-sentence-corrector-multilingual-api/playground","Grammar Checker | Sentence Corrector | Multilingual API","Grammar checker, sentence corrector, multilingual grammar API, 100+ languages supported, online grammar correction, advanced language tool.","https://rapidapi.com/organization/bilgisamapi","By Bilgisam Ltd","Updated 3 months ago","8.4","7325ms","100%"
"Text Analysis","https://rapidapi.com/idfy-idfy-default/api/national-id-vietnam-ocr/playground","National ID Vietnam OCR","Vietnam NID OCR API allows you to onboard your customers with speed and precision.

Enable them to pre-fill their onboarding forms instantly, by just uploading or scanning their NID card – IDfy will digitize the document for you!","https://rapidapi.com/organization/idfy","By IDfy","Updated 3 years ago","8.5","189ms","100%"
"Text Analysis","https://rapidapi.com/s2tec-gmbh-s2tec-gmbh-default/api/receipt-recognition/playground","Receipt Recognition","Accurate and fast Receipt and Invoice OCR API for extracting key information such as: shop name, receipt date, total price, currency, tax, product line items and so on. With JSON as return, Eagle Doc can be integrated into any systems easily. Eagle Doc can process any receipt or invoice and any language with the best quality and the lowest price. Supported file types are: PNG, JPEG and PDF.  For more check: https://eagle-doc.com/","https://rapidapi.com/organization/s2tec-gmbh","By S2Tec GmbH","Updated 7 months ago","","",""
"Text Analysis","https://rapidapi.com/microserv/api/microserv-io-nlp-service/playground","Microserv.io NLP Service","Implements several basic Natural Language Processing functions.","https://rapidapi.com/user/microserv","By Microserv.io","Updated 6 years ago","","",""
"Text Analysis","https://rapidapi.com/ai-practical-ai-practical-default/api/cleantalk1/playground","CleanTalk","CleanTalk API is a content validation service that helps you filter out profanity and obscenity in your user-generated content.","https://rapidapi.com/organization/ai-practical","By AI Practical","Updated 2 years ago","8.2","348ms","100%"
"Text Analysis","https://rapidapi.com/Matulaak/api/address-parser-advanced-nlp/playground","Address Parser - Advanced NLP","Parse unstructured address strings into address components, using advanced NLP methods.","https://rapidapi.com/user/Matulaak","By Matulaak","Updated 3 years ago","0.1","17ms",""
"Text Analysis","https://rapidapi.com/admiral-x/api/offensive-user-comment-detection/playground","Offensive User Comment Detection","This API uses natural language processing and machine learning to detect and flag inappropriate or offensive comments in multiple languages, helping to create a safer online environment and assist moderators in taking appropriate action.","https://rapidapi.com/user/admiral-x","By admiral-x","Updated 1 year ago","0.1","15ms",""
"Text Analysis","https://rapidapi.com/bilgisamapi-api2/api/ai-sentiment-analysis-text-insights-emotion-detection/playground","AI Sentiment Analysis | Text Insights | Emotion Detection","Analyze and interpret text emotions with AI-powered sentiment analysis. Gain insights into emotional trends, tone, and key sentiment drivers for customer feedback, social media, or product reviews. Optimize decision-making with precise emotional data analysis.","https://rapidapi.com/organization/bilgisamapi","By Bilgisam Ltd","Updated 3 months ago","8.8","10158ms","87%"
"Text Analysis","https://rapidapi.com/braydennepean/api/ai-web-summary/playground","Ai Web Summary","Provide a URL and receive an AI assisted summary of the website content. Primarily designed for articles, blogs and TL;DR's of main content.","https://rapidapi.com/user/braydennepean","By B Nepean","Updated 10 months ago","8.9","8871ms","92%"
"Text Analysis","https://rapidapi.com/ayyildiz-ayyildiz-default/api/readable-api/playground","Readable API","Readable API provides a comprehensive suite of tools to evaluate text readability and extract key readability metrics","https://rapidapi.com/organization/ayyildiz","By ayyildiz","Updated 3 days ago","","",""
"Text Analysis","https://rapidapi.com/spicy-laika-spicy-laika-default/api/hate-speech-detector-by-ai-best-price-best-speed/playground","🤬 Hate Speech Detector by AI - Best Price, Best Speed","Fast, Accurate, and Affordable. Protect your platform with real-time detection at the best price. Try it now!","https://rapidapi.com/organization/spicy-laika","By Spicy-Laika Technologies","Updated 3 months ago","","",""
"Text Analysis","https://rapidapi.com/yassinezaza20/api/big-five-personality-test/playground","Big Five Personality Test","The ""Big Five Personality Test"" API lets developers integrate personality assessment and analysis into their apps, providing users with insights for self-awareness, informed choices, personal growth, and relationships. It's based on the Big Five Personality Test.","https://rapidapi.com/user/yassinezaza20","By API Solutions","Updated 1 year ago","","80ms",""
"Text Analysis","https://rapidapi.com/roboreadit-roboreadit-default/api/ai-tool-gpt-token-splitter/playground","AI Tool - GPT Token Splitter","This REST API service provides a way to programmatically split GPT-3 text-prompts into user-defined token-sized slices.","https://rapidapi.com/organization/roboreadit","By RoboReadIt","Updated 3 years ago","8.3","4674ms","100%"
"Text Analysis","https://rapidapi.com/nicksimonkratzke-xqUg8mV9CWG/api/sentiment9/playground","Sentiment","Calculate sentiments for sentences","https://rapidapi.com/user/nicksimonkratzke-xqUg8mV9CWG","By Nick Kratzke","Updated 2 years ago","","173ms",""
"Text Analysis","https://rapidapi.com/integraatio/api/urldetector/playground","UrlDetector","Better-than-regex, comprehensive and flexible detection of urls in text / HTML / JSON etc. Capable of parsing many schemes, domain formats and input text formats. Need higher usage, custom integration or additional features? Contact us for custom pricing.","https://rapidapi.com/user/integraatio","By integraatio","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/alreadycoded/api/sentiment-analysis-keyword-extraction/playground","Sentiment Analysis Keyword Extraction","This API can do sentiment analysis based on keyword and provides data i.e. strength, passion, reach, sentiment, and related keywords.","https://rapidapi.com/user/alreadycoded","By alreadycoded","Updated 11 months ago","8","1621ms","100%"
"Text Analysis","https://rapidapi.com/ibmbpmtips/api/iab-taxonomy-text-classification/playground","IAB Taxonomy Text Classification","Most accurate IAB v2 Taxonomy Text Classification, Economical Pricing, Best in class Infrastructure","https://rapidapi.com/user/ibmbpmtips","By Front-Page.com","Updated 3 years ago","0.1","857ms","100%"
"Text Analysis","https://rapidapi.com/cacing/api/multi-lingual-sentiment-analysis/playground","Multi-lingual Sentiment Analysis","Multi-lingual Sentimel Analysis uses computational linguistics and text mining to automatically determine the sentiment or affective nature of the text being analyzed in multiple language support.

This API can detect the languange and reponse the accurate sentiment polarity of given text, but you can define {lang} parameter for better result and accurate.

Supported languange (lang):
    'af': 'afrikaans',
    'sq': 'albanian',
    'am': 'amharic',
    'ar': 'arabic',
    'hy': 'armenian',
 ...","https://rapidapi.com/user/cacing","By cacing","Updated 2 years ago","0.1","98ms",""
"Text Analysis","https://rapidapi.com/cacing/api/googles-bert-sentiment-analysis/playground","Google's BERT Sentiment Analysis","The BERT-Based Sentiment Analysis API is a cutting-edge tool that leverages Google's BERT (Bidirectional Encoder Representations from Transformers) model to perform accurate sentiment analysis on text data. BERT is a state-of-the-art language representation model that excels in understanding context and nuances, making it highly effective for sentiment classification tasks. This API provides developers with the ability to harness the power of BERT for robust and precise sentiment analysis.

S...","https://rapidapi.com/user/cacing","By cacing","Updated 2 years ago","0.1","95ms",""
"Text Analysis","https://rapidapi.com/ai-engineer-ai-engineer-default/api/scrabble-word-finder-api/playground","Scrabble Word Finder API","Scrabble Word Finder API: input your letters, find top words with scores, and dominate the game. Say goodbye to guesswork, hello to strategic wins!","https://rapidapi.com/organization/ai-engineer","By AI Engineer","Updated 1 year ago","8.6","809ms","100%"
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/human-name-parser-api-apiverve/playground","Human Name Parser API - APIVerve","Human Name Parser is a simple tool for parsing human names into their components. It returns the parsed components of the human name.","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/micaelbh/api/article-extractor-from-web/playground","Article Extractor from Web","The Web Article Extractor from Web API is a powerful tool designed to retrieve structured article content from web pages. It efficiently extracts essential information from HTML pages, delivering clean and readable content that excludes clutter such as ads, navigation bars, and unrelated content.","https://rapidapi.com/user/micaelbh","By MP Apis","Updated 2 weeks ago","8.4","4557ms","100%"
"Text Analysis","https://rapidapi.com/hammas.majeed/api/ai-content-detection-api/playground","AI Content Detection API","The AI Content Detection API is designed to analyze text and determine whether it has been generated by AI or is original human-written content. This powerful API provides an overall AI score for the entire text and breaks it down into segments, indicating whether each segment is AI-generated or original along with a corresponding confidence score. This tool is essential for applications that need to verify content authenticity, such as academic institutions, publishers, and content platforms.","https://rapidapi.com/user/hammas.majeed","By Alex Turner","Updated 9 months ago","8.8","2631ms","100%"
"Text Analysis","https://rapidapi.com/micaelbh/api/web-page-summarization/playground","Web Page Summarization","A Web Page Summarization API is a tool that provides automated summarization of web pages, condensing their content into concise and informative summaries. This API accepts a URL of a web page as input and generates a shortened version that captures the essential information from the original page, making it easier for users to grasp key points without reading through the entire content.","https://rapidapi.com/user/micaelbh","By MP Apis","Updated 4 months ago","8.4","762ms","100%"
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/text-readability-score-api-apiverve/playground","Text Readability Score API - APIVerve","Readability Score is a simple tool for calculating the readability score of text. It returns the readability score based on various readability formulas","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","9.5","1564ms","99%"
"Text Analysis","https://rapidapi.com/deepbluesky/api/word-scramble/playground","Word Scramble","Scramble a given input word
/scramble/{word}","https://rapidapi.com/user/deepbluesky","By deepbluesky","Updated 2 years ago","8.6","4297ms","100%"
"Text Analysis","https://rapidapi.com/mesolitica-nlp/api/malay-language-nlp/playground","Malay Language NLP","Mesolitica's NLP-as-a-Service for Malay language","https://rapidapi.com/organization/mesolitica1","By Mesolitica","Updated 6 years ago","","17ms",""
"Text Analysis","https://rapidapi.com/rchilli-inc-rchilli-inc-default/api/rchilli-jd-parser/playground","RChilli JD Parser","RChilli JD Parser is an intelligent software that extracts parameters from a Job Description. It processes job descriptions or vacancies in real-time. RChilli uses AI/ML trusted technologies to lexically parse a job description into the JSON output format.","https://rapidapi.com/organization/rchilli-inc","By RChilli Inc","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/rchilli-inc-rchilli-inc-default/api/rchilli-onetoone-match/playground","RChilli OneToOne Match","This API matches the candidate CV with the JD. The API responds the detailed matching score once the candidate CV matches with the JD.","https://rapidapi.com/organization/rchilli-inc","By RChilli Inc","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/biihezron1-5ghxDw6eSBV/api/linguatoolbox/playground","LinguaToolbox","An all-in-one  language toolkit providing translation, transliteration, pronunciation, dictionary lookup, rhyming words, antonyms, meronyms, hypernyms and hyponyms , text-to-speech capabilities and so much more.","https://rapidapi.com/user/biihezron1-5ghxDw6eSBV","By RoniibDevs","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/Panda123a/api/quick-nlp/playground","Quick NLP","Quick NLP provides useful NLP tools, such as part of speech detection.","https://rapidapi.com/user/Panda123a","By Quick Dev","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/anthonys1760/api/speakeasy/playground","SpeakEasy","The SpeakEasy API allows you to synthesize speech from text using Google's Text-to-Speech API.","https://rapidapi.com/user/anthonys1760","By Anthony Smith","Updated 2 years ago","0.1","674ms","100%"
"Text Analysis","https://rapidapi.com/WRT/api/walnut-entity/playground","Walnut Entity","Extract structure from text data (who, what, where..) automatically using AI.","https://rapidapi.com/user/WRT","By WRT","Updated 3 years ago","1.9","1577ms","15%"
"Text Analysis","https://rapidapi.com/security-bull-security-bull-default/api/spam-check/playground","Spam Check","A simple API to check text content for spam. This API performs a wide range of advanced tests on the email content, based on machine learning trained on over 100k+ emails that were labeled by hand.

It will work with any text, such as comments, e-mail, html or plain text messages. The API will return a classification of spam/not spam, as well as a spam score between 0 and 1 if you want do your own classification,","https://rapidapi.com/organization/security-bull","By Security Bull","Updated 4 years ago","0.1","22ms",""
"Text Analysis","https://rapidapi.com/luminous-engineering-llc-luminous-engineering-llc-default/api/sentiment-analysis14/playground","Sentiment Analysis","Luminous Engineering Sentiment Analysis","https://rapidapi.com/organization/luminous-engineering-llc","By Luminous Engineering","Updated 4 years ago","0.1","90ms","100%"
"Text Analysis","https://rapidapi.com/jhtong/api/text-monkey-summarizer/playground","Text-Monkey Summarizer","Text / URL summarization API","https://rapidapi.com/user/jhtong","By jhtong","Updated 5 years ago","0.1","127283ms",""
"Text Analysis","https://rapidapi.com/ayfie-ayfie-default/api/summarizer10/playground","Summarizer","Get the important facts and ideas highlighted in an executive summary by our Summarizer.

We have trained the Summarizer on a significant volume of news articles and it's an English-speaking bleeding edge tech solution. Summarizing language models come in two varieties: extractive and abstractive. Our main model is abstractive, meaning that it can write new sentences in addition to extracting the most relevant ones from the text.","https://rapidapi.com/organization/ayfie","By Ayfie","Updated 3 years ago","","312ms",""
"Text Analysis","https://rapidapi.com/ramil.gadirov/api/neuronet-nlp/playground","Neuronet NLP","Tools for Azerbaijan language for tokenization, sentence splitting, part-of-speech tagging and named entity recognition.","https://rapidapi.com/user/ramil.gadirov","By Ramil Gadirov","Updated 4 years ago","8.3","675ms","100%"
"Text Analysis","https://rapidapi.com/ayfie-ayfie-default/api/translator82/playground","Translator","Translate any text you want with our Translator; we support ~100 languages. Please note that the expected time for processing a request can be 10-30 seconds during the beta testing period.","https://rapidapi.com/organization/ayfie","By Ayfie","Updated 3 years ago","0.1","35ms",""
"Text Analysis","https://rapidapi.com/hammas.majeed/api/sentiment-analysis79/playground","Sentiment Analysis","This simple API detects wether the text is positive, negative or neutral. It has multi language support.","https://rapidapi.com/user/hammas.majeed","By Alex Turner","Updated 9 months ago","7.9","2769ms","100%"
"Text Analysis","https://rapidapi.com/veerve/api/veerve/playground","Veerve","Veerve API transforms text data into actionable business intelligence through multi-dimensional sentiment analysis. Going beyond basic positive/negative classifications, our service provides deep insights into the emotional and contextual aspects of text content.","https://rapidapi.com/user/veerve","By Veerve API","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/6congyao/api/humanizer/playground","Humanizer","Humanizer is to transform AI-generated content into human-like words without changing their meaning. 100% bypass detectors for GPTZero、ZeroGPT、CROSSPLAG and Originality etc.","https://rapidapi.com/user/6congyao","By GenSoft","Updated 1 year ago","","127329ms",""
"Text Analysis","https://rapidapi.com/scrapeeg/api/image-textify-ocr/playground","Image Textify OCR","ImageTextify is a powerful OCR to extract text effortlessly from images, whether they are uploaded as Base64-encoded content or provided via URLs. With support for over 30 languages, ImageTextify ensures accuracy, speed, and flexibility for all your text recognition needs.","https://rapidapi.com/user/scrapeeg","By Scrape.eg","Updated 5 months ago","","123ms",""
"Text Analysis","https://rapidapi.com/WRT/api/walnut-word-completion/playground","Walnut Word Completion","Complete any masked word in a sentence using AI.","https://rapidapi.com/user/WRT","By WRT","Updated 3 years ago","1.9","1414ms","60%"
"Text Analysis","https://rapidapi.com/idfy-idfy-default/api/philippines-voter-card-ocr/playground","Philippines Voter Card OCR","IDfy’s Philippines Voter Card OCR API allows you to onboard your customers with speed and precision.

Enable them to prefill their onboarding forms instantly, by just uploading or scanning a Voter Card card – IDfy will digitize the document for you!","https://rapidapi.com/organization/idfy","By IDfy","Updated 3 years ago","8.2","187ms","100%"
"Text Analysis","https://rapidapi.com/idfy-idfy-default/api/driving-license-ocr/playground","Driving License OCR","IDfy’s Driving License OCR API enables your customers to pre-fill their onboarding forms instantly, by letting them upload or scan a Driving License – IDfy will digitize the document for you!

When paired with IDfy’s DL Verification API, you can make your onboarding journey seamless and instant, by onboarding customers using just their DL card image – IDfy will handle both digitization and verification!","https://rapidapi.com/organization/idfy","By IDfy","Updated 3 years ago","8.3","181ms","100%"
"Text Analysis","https://rapidapi.com/bellatrics/api/sentino/playground","Sentino","Sentino API is used to understand personality traits (Big5, NEO etc.) using NLP.","https://rapidapi.com/user/bellatrics","By Deniss Stepanovs","Updated 3 years ago","8.4","543ms","100%"
"Text Analysis","https://rapidapi.com/daian/api/dialogflow/playground","Dialogflow","Simple Dialogflow API to use without JSON credentials.","https://rapidapi.com/user/daian","By Daian Gan","Updated 4 years ago","8","1005ms","100%"
"Text Analysis","https://rapidapi.com/mbavazijoshua-FBlK2-OZK5X/api/article-summarizer/playground","Article summarizer","API SOLUTION's Article Summer API generates an extractive summary from any blog article or website. You can test our API for free and ask for more.","https://rapidapi.com/user/mbavazijoshua-FBlK2-OZK5X","By Technologie Dev","Updated 2 years ago","100%","250ms",""
"Text Analysis","https://rapidapi.com/vbachani/api/spellcheckpro/playground","SpellCheckPro","The ultimate spelling checker for your text, ensuring error-free content every time. Unleash the power of multilingual spell-checking with our API.","https://rapidapi.com/user/vbachani","By vbachani","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/zakutynsky/api/MonkeyLearn/playground","MonkeyLearn","Automate text classification with machine learning models.","https://rapidapi.com/user/zakutynsky","By Igor Zakutynsky","Updated 7 years ago","","127281ms",""
"Text Analysis","https://rapidapi.com/officialofun-C-wpfpix418/api/sentiment-analysis85/playground","Sentiment Analysis","Analyze text sentiment with high accuracy!  Detect emotions like positive, negative, or neutral in real-time. Ideal for social media monitoring, customer feedback analysis, and AI-driven insights. Fast, reliable, and easy to integrate!","https://rapidapi.com/user/officialofun-C-wpfpix418","By Farhan Ali","Updated 3 months ago","8.8","1167ms","100%"
"Text Analysis","https://rapidapi.com/extracta-ai-extracta-ai-default/api/business-card-scanner/playground","Business Card Scanner","Our AI-powered Business Card Scanner API offers an intelligent solution for automated data extraction and OCR. This smart tool efficiently parses text from unstructured scan documents, such as PDFs, JPGs, and PNGs, to extract critical contact information. Ideal for integrating with CRM systems like Zoho, Salesforce, and HubSpot, it streamlines workflows by converting digital files and business cards into actionable data. Perfect for IDP, our API aids in sales and customer data mining, support...","https://rapidapi.com/organization/extracta-ai","By Extracta.ai","Updated 4 months ago","8.1","8353ms","100%"
"Text Analysis","https://rapidapi.com/almann/api/text-difficulty/playground","Text Difficulty","Enhance content readability. Get instant, accurate scores and insights. Flesch Reading Ease and Flesch-Kincaid Grade Level formulas.","https://rapidapi.com/user/almann","By almann","Updated 6 months ago","8.6","7377ms","100%"
"Text Analysis","https://rapidapi.com/nlpwrite/api/cheapest-paraphrasing-and-rewriter-api/playground","Cheapest Paraphrasing and Rewriter API","Reliable and cheapest paraphrasing of text up to 3000 words","https://rapidapi.com/user/nlpwrite","By nlpwrite","Updated 5 months ago","8.9","2447ms","80%"
"Text Analysis","https://rapidapi.com/pawanjadam1/api/language-detection-api3/playground","Language Detection API","This Language Detection API identifies the language of a given text input. It uses machine learning and natural language processing techniques to analyze the text and return the language name and code, such as English (en), Spanish (es), French (fr), etc","https://rapidapi.com/user/pawanjadam1","By Pawan Jadam","Updated 4 weeks ago","8.4","969ms","100%"
"Text Analysis","https://rapidapi.com/kidddevs/api/emotion-sentiment-analysis-api/playground","Emotion Sentiment Analysis API","🧠 Unlock text insights with our Emotion Sentiment Analysis API! 🌍 Detect sentiment (😊 positive, 😐 neutral, 😠 negative) in 6 languages and identify 28 emotions 🎭 in English. Elevate customer experience and drive smarter decisions! 🚀","https://rapidapi.com/user/kidddevs","By Dakidarts","Updated 4 months ago","","",""
"Text Analysis","https://rapidapi.com/piskunovalxy/api/text-paraphraser/playground","Text Paraphraser","ReSpeak is a lightweight AI-based paraphraser API that allows rephrasing the text (rewriter, rephrase, paraphrase). It helps to remove plagiarism easily!

Requirements:
• Language: English
• Max text length for one request = 300 characters","https://rapidapi.com/user/piskunovalxy","By Rhapsody","Updated 3 years ago","","135ms",""
"Text Analysis","https://rapidapi.com/seo-review-tools-seo-review-tools-default/api/seo-analysis/playground","SEO analysis","Analyse the content of an article by submitting an URL or by posting content to the API","https://rapidapi.com/organization/seo-review-tools","By SEO Review Tools","Updated 4 years ago","8.8","3452ms","100%"
"Text Analysis","https://rapidapi.com/texttoimage-api-texttoimage-api-default/api/texttoimage/playground","TextToImage","Converts text to relevant images","https://rapidapi.com/organization/texttoimage-api","By TextToImage-API","Updated 4 years ago","0.1","17ms",""
"Text Analysis","https://rapidapi.com/shishir3324kumar-sKDnKH8uNpZ/api/turbo-thesaurus/playground","Turbo Thesaurus","Comprehensive thesaurus information for over 350, 000+ words (synonyms and antonyms)","https://rapidapi.com/user/shishir3324kumar-sKDnKH8uNpZ","By Shishir","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/idfy-idfy-default/api/cheque-india-ocr/playground","Cheque India OCR","Typing in bank details like the account number and IFSC is slow and cumbersome. Enable your customers to pre-fill their onboarding forms by letting them upload or scan a cheque – IDfy’s Cheque OCR API will digitize the document for you instantly!","https://rapidapi.com/organization/idfy","By IDfy","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/spellcheckapi/api/spellcheck7/playground","SpellCheck","SpellCheck API helps you to correct spelling mistakes in any language on the planet.","https://rapidapi.com/user/spellcheckapi","By SpellCheck API","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/adarshgen/api/detect-language8/playground","Detect Language","A quick and cost effective way to detect language of the text via API with GPT","https://rapidapi.com/user/adarshgen","By Code Master","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/apikite/api/user-agent-parser8/playground","User Agent Parser","User Agent Parser API provides the accurate browser, device, and operating system details from a User Agent String.","https://rapidapi.com/user/apikite","By APIKite","Updated 1 year ago","8.9","7ms","100%"
"Text Analysis","https://rapidapi.com/christerfredrickson/api/nlp-text-processor-categorizer-and-analyzer1/playground","NLP Text Processor Categorizer and Analyzer","Categorization, Parts of Speech, Sentiment, Lemmatization, Bigrams, Trigrams, RAKE Keywords.","https://rapidapi.com/user/christerfredrickson","By Christer Fredrickson","Updated 4 years ago","","239ms",""
"Text Analysis","https://rapidapi.com/zyla-labs-zyla-labs-default/api/best-paraphrasing-api/playground","Best Paraphrasing API","Best Paraphrasing API allows developers to rephrase text with ease. It can be used to improve readability, and avoid plagiarism and can be integrated into various applications such as content management systems, SEO tools, and more.","https://rapidapi.com/organization/zyla-labs","By Zyla Labs","Updated 2 years ago","100%","422ms",""
"Text Analysis","https://rapidapi.com/vidanov-PTkl1skiJB3/api/paraphraser1/playground","Paraphraser","The paraphrasing API can easily rewrite, rephrase, change and transform the syntax, structure of the text. Support for more than 50 language including English, French, German, Spanish, Italian, Arabic, Chinese,  automatical language detection, pay as you go pricing and free usage plans. Find out more in the About section and test Paraphraser for free.","https://rapidapi.com/user/vidanov-PTkl1skiJB3","By botsfactory","Updated 3 years ago","","865ms",""
"Text Analysis","https://rapidapi.com/akafui/api/text-to-speech37/playground","Text-To-Speech","Ultra fast text-to-speech API for text and SSML conversion to audio files or binary data streams based on Amazon Polly.","https://rapidapi.com/user/akafui","By kynesys","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/akashsin6284/api/onboarding-project9025/playground","👋 Onboarding Project","This Project is created by the onboarding process","https://rapidapi.com/user/akashsin6284","By Mr.Prádúmäñ Sîñgh","Updated 3 years ago","","15870ms",""
